HRGM name,Genome name,GTDB Taxonomy,Member Count,Continents,Country,Study.x,Genome type,16S rRNA,Quality,Completeness (%),Contamination (%),N50 (bp),Genome Length (bp),phylum,class,order,family,genus,species,sample,V1,Assay,Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center,Name3,Collection_Date,Consent,DATASTORE,filetype,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,Lat_Lon,Library,Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,REPLICATE,samp_collect_device,Sample,Name2,SRA,Study.y,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,Freq
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533912,32,AMPLICON,601,245720005,PRJNA549977,SAMN15902746,Metagenome,or,environmental,142509201,CEDARS-SINAI,MEDICAL,CENTER,2018-03-08,public,SRX9023890,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,104,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,56,Upper,endoscopy,104Duodenal,aspirate,SRP279051,0.0014256495123060777
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533914,34,AMPLICON,599,254867709,PRJNA549977,SAMN15902745,Metagenome,or,environmental,168643991,CEDARS-SINAI,MEDICAL,CENTER,2018-03-07,public,SRX9023888,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,103,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,55,Upper,endoscopy,103Duodenal,aspirate,SRP279051,0.008216141022018389
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533915,35,AMPLICON,594,435640955,PRJNA549977,SAMN15902744,Metagenome,or,environmental,245153396,CEDARS-SINAI,MEDICAL,CENTER,2018-03-05,public,SRX9023887,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,101,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,54,Upper,endoscopy,101Duodenal,aspirate,SRP279051,0.022900955196465247
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533917,37,AMPLICON,600,255670126,PRJNA549977,SAMN15902742,Metagenome,or,environmental,165856863,CEDARS-SINAI,MEDICAL,CENTER,2018-02-28,public,SRX9023885,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,98,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,14,Upper,endoscopy,98Duodenal,aspirate,SRP279051,0.0015455565249906519
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533919,39,AMPLICON,600,219909950,PRJNA549977,SAMN15902740,Metagenome,or,environmental,125313449,CEDARS-SINAI,MEDICAL,CENTER,2018-02-26,public,SRX9023883,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,95,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,52,Upper,endoscopy,95Duodenal,aspirate,SRP279051,0.008172822858392405
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533920,40,AMPLICON,600,308824348,PRJNA549977,SAMN15902739,Metagenome,or,environmental,175396040,CEDARS-SINAI,MEDICAL,CENTER,2018-02-26,public,SRX9023882,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,94,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,51,Upper,endoscopy,94Duodenal,aspirate,SRP279051,0.001204956235080141
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533922,42,AMPLICON,600,342931881,PRJNA549977,SAMN15902737,Metagenome,or,environmental,219947323,CEDARS-SINAI,MEDICAL,CENTER,2018-02-19,public,SRX9023880,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,89,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,49,Upper,endoscopy,89Duodenal,aspirate,SRP279051,0.03302171052839154
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533924,44,AMPLICON,588,177504339,PRJNA549977,SAMN15902682,Metagenome,or,environmental,103946182,CEDARS-SINAI,MEDICAL,CENTER,2017-06-23,public,SRX9023878,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,7,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,6,Upper,endoscopy,7Duodenal,aspirate,SRP279051,0.009940556471352216
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533925,45,AMPLICON,600,164021501,PRJNA549977,SAMN15902735,Metagenome,or,environmental,95119119,CEDARS-SINAI,MEDICAL,CENTER,2018-02-13,public,SRX9023877,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,87,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,13,Upper,endoscopy,87Duodenal,aspirate,SRP279051,0.004927372581224657
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533927,47,AMPLICON,600,427081044,PRJNA549977,SAMN15902733,Metagenome,or,environmental,241183379,CEDARS-SINAI,MEDICAL,CENTER,2018-02-12,public,SRX9023875,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,85,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,47,Upper,endoscopy,85Duodenal,aspirate,SRP279051,0.013166564198844868
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533928,48,AMPLICON,600,255789888,PRJNA549977,SAMN15902732,Metagenome,or,environmental,148663323,CEDARS-SINAI,MEDICAL,CENTER,2018-02-12,public,SRX9023874,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,84,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,46,Upper,endoscopy,84Duodenal,aspirate,SRP279051,0.05556111068379355
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533929,49,AMPLICON,594,45044767,PRJNA549977,SAMN15902731,Metagenome,or,environmental,26182935,CEDARS-SINAI,MEDICAL,CENTER,2018-02-12,public,SRX9023873,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,83,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,45,Upper,endoscopy,83Duodenal,aspirate,SRP279051,0.012482838736931038
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533931,51,AMPLICON,600,335844461,PRJNA549977,SAMN15902729,Metagenome,or,environmental,192923299,CEDARS-SINAI,MEDICAL,CENTER,2018-02-08,public,SRX9023871,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,81,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,44,Upper,endoscopy,81Duodenal,aspirate,SRP279051,0.014238632804927152
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533932,52,AMPLICON,594,161986267,PRJNA549977,SAMN15902728,Metagenome,or,environmental,91275665,CEDARS-SINAI,MEDICAL,CENTER,2018-02-07,public,SRX9023870,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,80,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,43,Upper,endoscopy,80Duodenal,aspirate,SRP279051,0.32182193302650375
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533934,54,AMPLICON,601,746963007,PRJNA549977,SAMN15902726,Metagenome,or,environmental,422397007,CEDARS-SINAI,MEDICAL,CENTER,2018-02-02,public,SRX9023868,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,78,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,42,Upper,endoscopy,78Duodenal,aspirate,SRP279051,0.0018146350834023206
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533936,56,AMPLICON,600,110422179,PRJNA549977,SAMN15902725,Metagenome,or,environmental,63950921,CEDARS-SINAI,MEDICAL,CENTER,2018-02-02,public,SRX9023866,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,77,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,41,Upper,endoscopy,77Duodenal,aspirate,SRP279051,0.0061600677137214335
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533937,57,AMPLICON,601,190894685,PRJNA549977,SAMN15902724,Metagenome,or,environmental,108186838,CEDARS-SINAI,MEDICAL,CENTER,2018-01-30,public,SRX9023865,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,76,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,40,Upper,endoscopy,76Duodenal,aspirate,SRP279051,0.042505937699826433
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533938,58,AMPLICON,581,84425334,PRJNA549977,SAMN15902723,Metagenome,or,environmental,52189211,CEDARS-SINAI,MEDICAL,CENTER,2018-01-22,public,SRX9023864,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,73,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,39,Upper,endoscopy,73Duodenal,aspirate,SRP279051,0.005658334973430427
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533939,59,AMPLICON,600,85107612,PRJNA549977,SAMN15902722,Metagenome,or,environmental,49773322,CEDARS-SINAI,MEDICAL,CENTER,2018-01-11,public,SRX9023863,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,72,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,38,Upper,endoscopy,72Duodenal,aspirate,SRP279051,0.027791931589091472
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533943,63,AMPLICON,600,431339473,PRJNA549977,SAMN15902718,Metagenome,or,environmental,247485649,CEDARS-SINAI,MEDICAL,CENTER,2018-01-05,public,SRX9023859,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,66,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,9,Upper,endoscopy,66Duodenal,aspirate,SRP279051,0.0014336691335093109
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533945,65,AMPLICON,600,145950308,PRJNA549977,SAMN15902716,Metagenome,or,environmental,86877272,CEDARS-SINAI,MEDICAL,CENTER,2017-11-29,public,SRX9023857,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,56,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,34,Upper,endoscopy,56Duodenal,aspirate,SRP279051,0.015513359731864282
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533946,66,AMPLICON,601,177250683,PRJNA549977,SAMN15902680,Metagenome,or,environmental,123103219,CEDARS-SINAI,MEDICAL,CENTER,2017-06-15,public,SRX9023856,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,5,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,5,Upper,endoscopy,5Duodenal,aspirate,SRP279051,0.01100317083338597
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533947,67,AMPLICON,600,220803848,PRJNA549977,SAMN15902715,Metagenome,or,environmental,129229304,CEDARS-SINAI,MEDICAL,CENTER,2017-11-21,public,SRX9023855,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,55,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,33,Upper,endoscopy,55Duodenal,aspirate,SRP279051,0.0014942259861652814
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533948,68,AMPLICON,600,153779962,PRJNA549977,SAMN15902714,Metagenome,or,environmental,91100221,CEDARS-SINAI,MEDICAL,CENTER,2017-11-21,public,SRX9023854,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,54,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,32,Upper,endoscopy,54Duodenal,aspirate,SRP279051,0.07341139501967345
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533949,69,AMPLICON,600,164385286,PRJNA549977,SAMN15902713,Metagenome,or,environmental,98576453,CEDARS-SINAI,MEDICAL,CENTER,2017-11-16,public,SRX9023853,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,53,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,31,Upper,endoscopy,53Duodenal,aspirate,SRP279051,0.0024778511171508243
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533950,70,AMPLICON,600,181186739,PRJNA549977,SAMN15902712,Metagenome,or,environmental,108956491,CEDARS-SINAI,MEDICAL,CENTER,2017-11-14,public,SRX9023852,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,50,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,7,Upper,endoscopy,50Duodenal,aspirate,SRP279051,0.0039382735894550715
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533951,71,AMPLICON,593,131331147,PRJNA549977,SAMN15902711,Metagenome,or,environmental,77042179,CEDARS-SINAI,MEDICAL,CENTER,2017-11-14,public,SRX9023851,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,49,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,30,Upper,endoscopy,49Duodenal,aspirate,SRP279051,0.005850745363739021
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533952,72,AMPLICON,599,96396584,PRJNA549977,SAMN15902710,Metagenome,or,environmental,58099603,CEDARS-SINAI,MEDICAL,CENTER,2017-11-10,public,SRX9023850,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,48,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,29,Upper,endoscopy,48Duodenal,aspirate,SRP279051,0.013739565055564418
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533953,73,AMPLICON,600,197840442,PRJNA549977,SAMN15902709,Metagenome,or,environmental,120608648,CEDARS-SINAI,MEDICAL,CENTER,2017-11-10,public,SRX9023849,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,47,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,SIBO-replicate,replicate,6,Upper,endoscopy,47Duodenal,aspirate,SRP279051,0.01091804467745322
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533954,74,AMPLICON,600,117944724,PRJNA549977,SAMN15902708,Metagenome,or,environmental,69899694,CEDARS-SINAI,MEDICAL,CENTER,2017-11-01,public,SRX9023848,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,45,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,28,Upper,endoscopy,45Duodenal,aspirate,SRP279051,0.011688243618638293
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533957,77,AMPLICON,601,117496312,PRJNA549977,SAMN15902679,Metagenome,or,environmental,82910094,CEDARS-SINAI,MEDICAL,CENTER,2017-06-07,public,SRX9023845,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,4,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,4,Upper,endoscopy,4Duodenal,aspirate,SRP279051,0.007548364521020446
HRGM_Genome_0312,GUT_GENOME096380,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000411475,1,,,NCBI,Isolate,Direct,HQ,100,0,1179760,1765113,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000411475,SRR12533958,78,AMPLICON,600,223603996,PRJNA549977,SAMN15902705,Metagenome,or,environmental,129800648,CEDARS-SINAI,MEDICAL,CENTER,2017-10-12,public,SRX9023844,USA,North,America,USA:,California,Homo,sapiens,Illumina,MiSeq,Digestive,tract,34.052235,N,118.243683,W,39,PAIRED,PCR,METAGENOMIC,human,gut,metagenome,ILLUMINA,2020-08-27,non-SIBO,replicate,26,Upper,endoscopy,39Duodenal,aspirate,SRP279051,0.027379619529962377
